NIVEL_GOBIERNO_NOMBRE,PLIEGO_NOMBRE,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA_NOMBRE,SECTOR_NOMBRE,FUNCION_NOMBRE,PRODUCTO_PROYECTO,PRODUCTO_PROYECTO_NOMBRE,MONTO_PIA,MONTO_PIM,MONTO_CERTIFICADO,MONTO_COMPROMETIDO,MONTO_DEVENGADO,MONTO_GIRADO
GOBIERNOS LOCALES, ,LORETO,MAYNAS,BELEN, ,ORDEN PUBLICO Y SEGURIDAD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,5000,0,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,FERNANDO LORES, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,19722,2760,100.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,INDIANA, ,AGROPECUARIA,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,0,10002,10000.4,10000.4,10000.4,10000.4
GOBIERNOS LOCALES, ,LORETO,MAYNAS,INDIANA, ,ORDEN PUBLICO Y SEGURIDAD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,21470,29575,14620.0,14620.0,14260.0,14260.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,IQUITOS, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,0,502650,502125.0,502125.0,473225.0,473225.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,IQUITOS, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,10000,1800,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,IQUITOS, ,VIVIENDA Y DESARROLLO URBANO,3000736,EDIFICACIONES SEGURAS ANTE EL RIESGO DE DESASTRES,0,129769,121192.70999999999,79537.27,72671.26999999999,72671.26999999999
GOBIERNOS LOCALES, ,LORETO,MAYNAS,LAS AMAZONAS, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,0,10000,10000.0,10000.0,10000.0,10000.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,LAS AMAZONAS, ,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,10000,5000,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,MAZAN, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,18000,15000,15000.0,15000.0,15000.0,15000.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,NAPO, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,31740,32700,32700.0,14860.0,14860.0,14860.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,PUNCHANA, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,328487,332579,275331.44,268562.73,264422.73,252839.56
GOBIERNOS LOCALES, ,LORETO,MAYNAS,PUNCHANA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,20000,20000,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,PUNCHANA, ,VIVIENDA Y DESARROLLO URBANO,3000736,EDIFICACIONES SEGURAS ANTE EL RIESGO DE DESASTRES,25000,28000,27452.05,27452.05,25032.73,25032.73
GOBIERNOS LOCALES, ,LORETO,MAYNAS,SAN JUAN BAUTISTA, ,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,10000,0,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,SAN JUAN BAUTISTA, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,233000,662649,649846.2,616846.2,616846.2,511846.2
GOBIERNOS LOCALES, ,LORETO,MAYNAS,SAN JUAN BAUTISTA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,23300,0,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,SAN JUAN BAUTISTA, ,ORDEN PUBLICO Y SEGURIDAD,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,29000,400,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,SAN JUAN BAUTISTA, ,VIVIENDA Y DESARROLLO URBANO,3000736,EDIFICACIONES SEGURAS ANTE EL RIESGO DE DESASTRES,18000,32244,32243.45,32243.45,21116.95,21116.95
GOBIERNOS LOCALES, ,LORETO,MAYNAS,TORRES CAUSANA, ,AGROPECUARIA,2724245,CREACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN AMBIENTES PARA DESCENTRALIZAR ATENCION DE DEFENSA CIVIL Y ALMACENAMIENTO DE PRODUCTOS DE VASO DE LECHE EN EL CENTRO POBLADO TORRES CAUSANA DISTRITO DE TORRES CAUSANA DE LA PROVINCIA DE MAYNAS DEL DEPARTAMENTO DE LORETO,0,460000,460000.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,MAYNAS,TORRES CAUSANA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,95923,84259,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,PUTUMAYO,PUTUMAYO, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,30000,30000,1672.0,1672.0,1672.0,1672.0
GOBIERNOS LOCALES, ,LORETO,PUTUMAYO,PUTUMAYO, ,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,5000,5000,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,PUTUMAYO,ROSA PANDURO, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,24000,24000,20000.0,20000.0,12000.0,12000.0
GOBIERNOS LOCALES, ,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,5000,19207,19206.13,11147.84,11147.84,9461.13
GOBIERNOS LOCALES, ,LORETO,PUTUMAYO,YAGUAS, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,10000,35950,31797.5,31797.5,31797.5,31797.5
GOBIERNOS LOCALES, ,LORETO,RAMON CASTILLA,PEBAS, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,146000,119000,57702.74,57702.74,57702.74,57702.74
GOBIERNOS LOCALES, ,LORETO,RAMON CASTILLA,PEBAS, ,ORDEN PUBLICO Y SEGURIDAD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,10200,10760,2000.0,2000.0,2000.0,2000.0
GOBIERNOS LOCALES, ,LORETO,RAMON CASTILLA,RAMON CASTILLA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,237430,283054,235673.8,235673.8,176283.8,175083.8
GOBIERNOS LOCALES, ,LORETO,RAMON CASTILLA,RAMON CASTILLA, ,VIVIENDA Y DESARROLLO URBANO,3000736,EDIFICACIONES SEGURAS ANTE EL RIESGO DE DESASTRES,17100,0,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,RAMON CASTILLA,SAN PABLO, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,97571,102230,102230.0,84230.0,80630.0,80630.0
GOBIERNOS LOCALES, ,LORETO,RAMON CASTILLA,YAVARI, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,51000,51000,18290.0,18290.0,18290.0,18290.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,ALTO TAPICHE, ,EDUCACION,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,13500,13500,13500.0,13500.0,13500.0,13500.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,CAPELO, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,8860,15360,6500.0,6500.0,6500.0,6500.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,CAPELO, ,VIVIENDA Y DESARROLLO URBANO,3000736,EDIFICACIONES SEGURAS ANTE EL RIESGO DE DESASTRES,8000,2500,2500.0,2500.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,EMILIO SAN MARTIN, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,16000,16000,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,JENARO HERRERA, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,4580,11001,11001.0,11001.0,11001.0,11001.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,JENARO HERRERA, ,ORDEN PUBLICO Y SEGURIDAD,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,5000,0,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,JENARO HERRERA, ,ORDEN PUBLICO Y SEGURIDAD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,8160,9700,9280.0,8000.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,JENARO HERRERA, ,ORDEN PUBLICO Y SEGURIDAD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,2260,1200,1200.0,1200.0,1200.0,1200.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,MAQUIA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,23286,80996,76762.0,76762.0,76762.0,75542.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,PUINAHUA, ,ORDEN PUBLICO Y SEGURIDAD,2510826,"CREACION DEL SERVICIO DE PROTECCION CONTRA INUNDACIONES EN LA MARGEN DERECHA DEL RIO PUINAHUA, COMUNIDAD DE SAN JUAN DE PAUCAR DEL DISTRITO DE PUINAHUA - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO",0,139670,139668.97,122552.3,122552.3,122552.3
GOBIERNOS LOCALES, ,LORETO,REQUENA,PUINAHUA, ,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,37600,37600,670.0,670.0,670.0,670.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,REQUENA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,269000,0,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,SAQUENA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,27000,28400,28319.38,28319.38,28319.38,28319.38
GOBIERNOS LOCALES, ,LORETO,REQUENA,SAQUENA, ,TRANSPORTE,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,0,107000,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,SOPLIN, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,0,5000,4999.5,4999.5,4999.5,4999.5
GOBIERNOS LOCALES, ,LORETO,REQUENA,TAPICHE, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,9365,9365,9365.0,9365.0,9365.0,9365.0
GOBIERNOS LOCALES, ,LORETO,REQUENA,YAQUERANA, ,AGROPECUARIA,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,40500,47500,30510.5,28010.5,28010.5,28010.5
GOBIERNOS LOCALES, ,LORETO,UCAYALI,CONTAMANA, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,86900,449,449.0,449.0,449.0,449.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,CONTAMANA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,80000,208445,208444.95,208444.95,208444.95,208444.94999999998
GOBIERNOS LOCALES, ,LORETO,UCAYALI,INAHUAYA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,0,20000,20000.0,20000.0,20000.0,20000.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,PADRE MARQUEZ, ,AGROPECUARIA,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,10184,44000,44000.0,44000.0,44000.0,44000.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,PADRE MARQUEZ, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,17200,0,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,PAMPA HERMOSA, ,EDUCACION,3000001,ACCIONES COMUNES,0,17000,17000.0,17000.0,17000.0,17000.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,PAMPA HERMOSA, ,ORDEN PUBLICO Y SEGURIDAD,2729680,"REPARACION DE DEFENSA RIBEREÃA; EN EL(LA) RIO PAUYA EN EL CENTRO POBLADO FLOR DEL ORIENTE, DISTRITO DE PAMPA HERMOSA, PROVINCIA UCAYALI, DEPARTAMENTO LORETO",0,88043,84814.0,84814.0,84814.0,84814.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,PAMPA HERMOSA, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,40401,56782,54984.71,21711.71,21711.71,21711.71
GOBIERNOS LOCALES, ,LORETO,UCAYALI,PAMPA HERMOSA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,15120,1298,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,PAMPA HERMOSA, ,VIVIENDA Y DESARROLLO URBANO,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,0,6724,3756.0,3756.0,3756.0,3756.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,SARAYACU, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,23960,109240,109041.0,109041.0,109041.0,109041.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,SARAYACU, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,124480,44700,13615.3,13615.3,13615.3,13615.3
GOBIERNOS LOCALES, ,LORETO,UCAYALI,SARAYACU, ,ORDEN PUBLICO Y SEGURIDAD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,10720,5220,5096.0,5096.0,5096.0,5096.0
GOBIERNOS LOCALES, ,LORETO,UCAYALI,VARGAS GUERRA, ,AMBIENTE,3000001,ACCIONES COMUNES,0,11500,7120.0,7120.0,7120.0,7120.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,MANU,FITZCARRALD, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,34862,34862,17018.5,13658.5,13658.5,2800.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,MANU,FITZCARRALD, ,ORDEN PUBLICO Y SEGURIDAD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,10000,10000,6132.0,2300.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,MANU,HUEPETUHE, ,ORDEN PUBLICO Y SEGURIDAD,2710587,CREACION DE LOS SERVICIOS DE PROTECCION EN RIBERAS DE RIO VULNERABLES ANTE EL PELIGRO EN EL RIO CAYCHIHUE DE CENTRO POBLADO CAYCHIHUE BARRACA DISTRITO DE HUEPETUHE DE LA PROVINCIA DE MANU DEL DEPARTAMENTO DE MADRE DE DIOS,0,100000,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,MANU,HUEPETUHE, ,ORDEN PUBLICO Y SEGURIDAD,2711990,CREACION DE LOS SERVICIOS DE PROTECCION EN RIBERAS DE RIO VULNERABLES ANTE EL PELIGRO EN EL RIO HUEPETUHE DEL DISTRITO DE HUEPETUHE DE LA PROVINCIA DE MANU DEL DEPARTAMENTO DE MADRE DE DIOS,0,100000,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,MANU,HUEPETUHE, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,0,6500,6500.0,6500.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,MANU,HUEPETUHE, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,25400,13900,7479.0,7479.0,1729.0,1729.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,MANU,MADRE DE DIOS, ,AGROPECUARIA,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,20000,20000,280.0,280.0,280.0,280.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,MANU,MADRE DE DIOS, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,22100,22100,4940.0,4940.0,440.0,440.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,MANU,MANU, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,3500,21730,21690.0,21690.0,21690.0,21690.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAHUAMANU,IBERIA, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,0,2000,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAHUAMANU,IBERIA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,2500,2500,556.4,556.4,556.4,556.4
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAHUAMANU,INAPARI, ,AGROPECUARIA,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,12745,12745,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAHUAMANU,INAPARI, ,AMBIENTE,3000001,ACCIONES COMUNES,9500,9500,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAHUAMANU,INAPARI, ,VIVIENDA Y DESARROLLO URBANO,3000001,ACCIONES COMUNES,0,100000,99868.0,87045.82,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAHUAMANU,INAPARI, ,VIVIENDA Y DESARROLLO URBANO,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,25750,25750,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAHUAMANU,INAPARI, ,VIVIENDA Y DESARROLLO URBANO,3000736,EDIFICACIONES SEGURAS ANTE EL RIESGO DE DESASTRES,9300,9300,1584.0,1584.0,1332.0,1332.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAHUAMANU,TAHUAMANU, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,10000,10000,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAMBOPATA,INAMBARI, ,ORDEN PUBLICO Y SEGURIDAD,2623181,CREACION DE LOS SERVICIOS DE PROTECCION EN LA RIBERA DE LAS QUEBRADAS VULNERABLES ANTE EL PELIGRO EN DEFENSA RIBEREÃA MARIANO MELGAR DE CENTRO POBLADO MAZUKO DISTRITO DE INAMBARI DE LA PROVINCIA DE TAMBOPATA DEL DEPARTAMENTO DE MADRE DE DIOS,0,40000,39800.0,39800.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAMBOPATA,INAMBARI, ,ORDEN PUBLICO Y SEGURIDAD,2675966,CREACION DE LOS SERVICIOS DE PROTECCION EN LA RIBERA DE LAS QUEBRADAS VULNERABLES ANTE EL PELIGRO EN PUEBLO UNIDO DISTRITO DE INAMBARI DE LA PROVINCIA DE TAMBOPATA DEL DEPARTAMENTO DE MADRE DE DIOS,0,40000,39780.16,39780.16,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAMBOPATA,INAMBARI, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,90000,90000,50990.0,50990.0,33540.0,31040.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAMBOPATA,LABERINTO, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,8400,25222,25222.0,25222.0,25222.0,25222.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAMBOPATA,LABERINTO, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,9960,9960,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAMBOPATA,LABERINTO, ,SANEAMIENTO,3000001,ACCIONES COMUNES,0,440,440.0,440.0,440.0,440.0
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAMBOPATA,LABERINTO, ,VIVIENDA Y DESARROLLO URBANO,3000736,EDIFICACIONES SEGURAS ANTE EL RIESGO DE DESASTRES,0,6179,6177.82,6177.82,3132.82,3132.82
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,78929,82529,63387.59,51387.59,51387.59,51387.59
GOBIERNOS LOCALES, ,MADRE DE DIOS,TAMBOPATA,TAMBOPATA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,82500,82500,38791.88,38791.88,38791.88,38791.88
GOBIERNOS LOCALES, ,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA, ,AGROPECUARIA,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,5000,37351,4999.43,4999.43,4999.43,4999.43
GOBIERNOS LOCALES, ,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA, ,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,0,15285,15285.0,15285.0,15285.0,12285.0
GOBIERNOS LOCALES, ,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE, ,AGROPECUARIA,3000001,ACCIONES COMUNES,0,161620,161181.0,159681.0,152681.0,152591.0
GOBIERNOS LOCALES, ,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE, ,VIVIENDA Y DESARROLLO URBANO,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,0,9000,9000.0,9000.0,9000.0,9000.0
GOBIERNOS LOCALES, ,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUNA, ,AGROPECUARIA,3000001,ACCIONES COMUNES,0,2978,2978.0,2978.0,2978.0,2978.0
GOBIERNOS LOCALES, ,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUNA, ,ORDEN PUBLICO Y SEGURIDAD,2694059,"REPARACION DE PLATAFORMA, DRENAJE TRANSVERSAL Y PROTECCION RIBEREÃA VIAL; EN EL(LA) CAMINO VECINAL R-180201, TRAMO: EMP. P-36B - EMP. MO 106 (PTE. CRUCERO) DEL DISTRITO DE ICHUÃA, PROVINCIA GENERAL SANCHEZ CERRO, DEPARTAMENTO MOQUEGUA",600000,895238,895237.92,872220.6,753815.13,723291.04
GOBIERNOS LOCALES, ,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUNA, ,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,14500,13750,0.0,0.0,0.0,0.0
GOBIERNOS LOCALES, ,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA, ,TRANSPORTE,3000001,ACCIONES COMUNES,0,44455,44452.41,33222.0,33222.0,33222.0
