NIVEL_GOBIERNO_NOMBRE,PLIEGO_NOMBRE,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA_NOMBRE,SECTOR_NOMBRE,FUNCION_NOMBRE,PRODUCTO_PROYECTO,PRODUCTO_PROYECTO_NOMBRE,MONTO_PIA,MONTO_PIM,MONTO_CERTIFICADO,MONTO_COMPROMETIDO,MONTO_DEVENGADO,MONTO_GIRADO
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2462818,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 017982,0,11707,11707.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2462831,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 362874,1114147,32145,32144.43,32144.43,32144.43,32144.43
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2463845,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 285324,763988,45247,45246.79999999999,45246.8,45246.8,45246.8
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2465262,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 438497,3083237,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2465277,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 413500,0,1905023,1899059.0200000003,188642.97,188642.97,188642.97
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2465279,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 647660,0,57256,57255.57,57255.57,52755.57,52755.57
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2465289,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 413411,3521174,105432,105431.27,92601.27,85301.27,85301.27
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2465296,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 285847,427980,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2465323,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 284372,0,107267,107264.70999999999,107264.70999999999,100064.70999999999,100064.70999999999
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2465788,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 019486,2373763,36500,36500.0,36500.0,21250.0,21250.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2465796,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 041821,124247,56617,56616.61,56616.61,56616.61,56616.61
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2471097,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 666922,0,136385,136384.69999999998,136384.7,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2479009,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 36377,119453,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,3000001,ACCIONES COMUNES,1136624,1172001,1042372.9,766647.58,722647.58,721614.23
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,26121829,29754237,28606953.34,27082465.41,15581240.25,13744490.25
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,1181207,1093773,1000450.9500000001,734950.87,660625.59,657125.59
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,231000,231000,198226.0,198226.0,174226.0,169226.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,4977840,4504625,4373270.61,3915763.31,708357.02,708357.02
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,SAN JUAN DE LURIGANCHO,EDUCACION,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,0,41796,22500.0,22500.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,ATE,SALUD,SALUD,3000001,ACCIONES COMUNES,21000,31120,30990.0,30990.0,30990.0,30990.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,ATE,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,198069,335578,294705.45,255119.07,251519.07,245911.07
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,ATE,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,17000,17000,16950.0,4950.0,4950.0,4950.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,ATE,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,30110,62990,62880.0,62780.0,62780.0,62780.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,BRENA,SALUD,SALUD,3000001,ACCIONES COMUNES,103800,135573,133290.36,129490.93,129490.93,129490.93
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,BRENA,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,361033,562281,506000.82,392970.95,374146.15,374146.15
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,BRENA,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,29900,29280,26480.0,9968.72,9968.72,9968.72
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,BRENA,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,60000,207713,198986.49,173042.54,143532.54,143532.54
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,CHORRILLOS,SALUD,SALUD,3000001,ACCIONES COMUNES,1000,1000,1000.0,1000.0,1000.0,1000.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,CHORRILLOS,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,107057,108057,103758.45999999999,81044.84,78244.84,78244.84
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,CHORRILLOS,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,600,1145,1145.0,1145.0,1145.0,1145.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,CHORRILLOS,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,2500,15791,11089.65,11089.65,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,COMAS,SALUD,SALUD,3000001,ACCIONES COMUNES,27500,43600,43500.0,42000.0,42000.0,42000.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,COMAS,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,10000,10000,8671.9,8671.9,8671.9,8671.9
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,COMAS,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,2500,2500,1423.97,1423.97,1423.97,1423.97
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,COMAS,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,22000,26900,26400.0,26400.0,11400.0,11400.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,EL AGUSTINO,SALUD,SALUD,3000001,ACCIONES COMUNES,98389,16935,10671.0,10671.0,10671.0,10671.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,EL AGUSTINO,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,357117,649948,609747.34,599169.58,597233.98,597225.21
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,EL AGUSTINO,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,13360,13360,12512.0,12512.0,8186.0,8186.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,EL AGUSTINO,SALUD,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,15500,15500,15499.88,15498.48,15498.48,15498.48
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,EL AGUSTINO,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,62328,101093,97162.32,97162.32,97162.31999999999,97162.32
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,INDEPENDENCIA,SALUD,SALUD,3000001,ACCIONES COMUNES,252197,254298,248029.4,178480.07,176502.07,176502.07
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,INDEPENDENCIA,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,1161959,1198911,1174634.9,1057638.08,1035048.18,1035048.18
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,INDEPENDENCIA,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,1000,1311,1310.39,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,INDEPENDENCIA,SALUD,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,20000,20000,19942.1,19942.1,1770.0,1770.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,INDEPENDENCIA,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,85000,99276,96276.0,96276.0,96276.0,96276.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,JESUS MARIA,SALUD,SALUD,3000001,ACCIONES COMUNES,4739883,7953630,7745291.5,4827985.42,4732585.42,4666398.78
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,JESUS MARIA,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,1764416,3914706,2897440.62,2437277.43,1810775.37,1801435.3
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,JESUS MARIA,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,111632,111632,11074.24,9174.24,9174.24,9174.24
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LA VICTORIA,SALUD,SALUD,3000001,ACCIONES COMUNES,4661,4661,3903.6300000000006,3903.63,3903.63,3903.63
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LA VICTORIA,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,28425,174912,164703.93,147208.93,115737.52,115737.52
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LA VICTORIA,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,300,300,200.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LA VICTORIA,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,450,450,450.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LIMA,SALUD,SALUD,3000001,ACCIONES COMUNES,145564,397350,378336.41000000003,256973.66,256810.58,255750.79
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LIMA,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,599973,675799,603049.63,561142.42,417069.61,401512.08
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LIMA,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,11110,12335,6455.0,6455.0,5205.0,5205.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LIMA,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,11800,67936,45676.1,45676.1,1682.1,1682.1
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LURIGANCHO,SALUD,SALUD,3000001,ACCIONES COMUNES,39125,88325,69600.0,69600.0,64600.0,64600.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LURIGANCHO,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,290539,342697,218646.93,197860.48,197860.48,197619.42
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LURIGANCHO,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,19547,19547,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,LURIGANCHO,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,1000,1000,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,MAGDALENA DEL MAR,SALUD,SALUD,3000001,ACCIONES COMUNES,1000,1000,838.5,838.5,838.5,838.5
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,MAGDALENA DEL MAR,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,94362,94362,89061.5,89061.5,60394.5,55394.5
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,MAGDALENA DEL MAR,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,3000,3000,625.0,625.0,625.0,625.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,MAGDALENA DEL MAR,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,1320,1320,558.0,558.0,558.0,558.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,MIRAFLORES,SALUD,SALUD,3000001,ACCIONES COMUNES,9500,4200,842.0,842.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,MIRAFLORES,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,531500,570900,483663.42,483663.42,351675.42,347275.42
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,MIRAFLORES,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,9000,9000,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,MIRAFLORES,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,35000,35000,11500.0,11500.0,5200.0,5200.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,PUEBLO LIBRE,SALUD,SALUD,3000001,ACCIONES COMUNES,500,500,500.0,500.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,PUEBLO LIBRE,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,62960,93096,84839.22,64842.9,64342.9,64342.9
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,PUEBLO LIBRE,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,1000,1000,731.6,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,PUEBLO LIBRE,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,20500,24850,24350.0,24350.0,24350.0,24350.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,PUENTE PIEDRA,SALUD,SALUD,3000001,ACCIONES COMUNES,72928,55928,55871.9,55031.45,55031.45,53736.520000000004
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,PUENTE PIEDRA,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,76741,131991,117847.0,116657.95,116657.95,116657.95
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,PUENTE PIEDRA,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,16000,16000,4200.0,4200.0,4200.0,4200.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,PUENTE PIEDRA,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,55000,64000,20974.670000000002,20461.09,481.09,481.09
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN BORJA,SALUD,SALUD,3000001,ACCIONES COMUNES,63000,65000,60550.0,60550.0,52950.0,52950.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN BORJA,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,146821,209070,169565.91999999998,150536.49,138436.49,138436.49
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN BORJA,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,25200,32100,32100.0,32100.0,28700.0,28700.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN BORJA,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,37000,37000,23000.0,23000.0,23000.0,23000.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SALUD,SALUD,3000001,ACCIONES COMUNES,160090,109014,108944.01000000001,106493.79000000001,106493.79,106493.79
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,258046,384964,347134.47,300609.05,270609.05,270570.25
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,30731,30731,24353.15,24353.15,16053.15,16053.15
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SALUD,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,23860,23860,22854.42,21931.92,10931.92,10931.92
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,45632,181259,173645.11,173645.11,173645.11,173645.11
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,SALUD,SALUD,3000001,ACCIONES COMUNES,14000,10000,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,39000,106188,96102.95999999999,74888.48,68069.98,67799.85
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,76402,76402,76352.0,64395.399999999994,64395.399999999994,64395.4
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,50000,50000,26800.0,26800.0,26800.0,26800.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN MARTIN DE PORRES,SALUD,SALUD,3000001,ACCIONES COMUNES,58000,8394,2295.2799999999997,2295.2799999999997,2295.2799999999997,2295.2799999999997
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN MARTIN DE PORRES,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,185334,283463,246463.91999999998,202133.77,202076.92,202056.92
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN MARTIN DE PORRES,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,19064,19064,2058.75,2058.75,495.0,495.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SAN MARTIN DE PORRES,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,146700,146700,77680.0,77680.0,26380.0,26380.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SANTA ANITA,SALUD,SALUD,3000001,ACCIONES COMUNES,31203,50598,49375.880000000005,36954.49,36366.31,36366.31
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SANTA ANITA,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,537321,550821,541507.02,523232.54,520752.54,518952.54
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SANTA ANITA,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,524722,524722,523584.6,499614.26999999996,499614.26999999996,499614.26999999996
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,SANTA ANITA,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,20000,13000,12000.0,12000.0,12000.0,12000.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,VILLA EL SALVADOR,SALUD,SALUD,3000001,ACCIONES COMUNES,194600,155100,76900.0,76900.0,54300.0,54300.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,VILLA EL SALVADOR,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,421073,502952,408916.28,373603.97,339668.97,339668.97
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,VILLA EL SALVADOR,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,21000,26000,22287.64,22287.64,19487.64,19487.64
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,VILLA EL SALVADOR,SALUD,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,10000,10000,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE SALUD,LIMA,LIMA,VILLA EL SALVADOR,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,62000,91643,47400.0,33900.0,33900.0,33900.0
GOBIERNO NACIONAL,M. DEL AMBIENTE,LIMA,LIMA,SAN ISIDRO,AMBIENTAL,AMBIENTE,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,915312,919131,799377.33,662911.23,471011.23,471011.23
GOBIERNO NACIONAL,M. DEL AMBIENTE,LIMA,LIMA,SAN ISIDRO,AMBIENTAL,AMBIENTE,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,90370,121644,121043.28,60695.52,60695.52,60695.52
GOBIERNO NACIONAL,M. DEL INTERIOR,AREQUIPA,AREQUIPA,YANAHUARA,INTERIOR,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,142615,142615,133122.0,133122.0,125250.0,125250.0
GOBIERNO NACIONAL,M. DEL INTERIOR,AYACUCHO,HUAMANGA,AYACUCHO,INTERIOR,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,52000,52000,27990.0,27990.0,27990.0,27990.0
